season,year,team,seed,games,wins,final4,champion,exp_wins,pase,exp_src
2018-19,2019,Colgate,15,1,0,0,0,0.0714,-0.0714,prior_16y
2018-19,2019,Tennessee,2,3,2,0,0,2.2712,-0.2712,prior_16y
2018-19,2019,Cincinnati,7,1,0,0,0,1.0625,-1.0625,prior_16y
2018-19,2019,Iowa,10,2,1,0,0,0.5312,0.4688,prior_16y
2018-19,2019,N_Kentucky,14,1,0,0,0,0.1525,-0.1525,prior_16y
2018-19,2019,Texas_Tech,3,6,5,1,0,1.9344,3.0656,prior_16y
2018-19,2019,Buffalo,6,2,1,0,0,0.7937,0.2063,prior_16y
2018-19,2019,Kansas_State,4,1,0,0,0,1.4603,-1.4603,prior_16y
2018-19,2019,UC_Irvine,13,2,1,0,0,0.2742,0.7258,prior_16y
2018-19,2019,Oregon,12,3,2,0,0,0.5077,1.4923,prior_16y
2018-19,2019,Wisconsin,5,1,0,0,0,1.1129,-1.1129,prior_16y
2018-19,2019,Oklahoma,9,2,1,0,0,0.5781,0.4219,prior_16y
2018-19,2019,Ole_Miss,8,1,0,0,0,0.7188,-0.7188,prior_16y
2018-19,2019,Gardner-Webb,16,1,0,0,0,0.2692,-0.2692,prior_16y
2018-19,2019,UVA,1,6,6,1,1,3.1562,2.8438,prior_16y
2018-19,2019,Georgia_State,14,1,0,0,0,0.1525,-0.1525,prior_16y
2018-19,2019,Houston,3,3,2,0,0,1.9344,0.0656,prior_16y
2018-19,2019,Iowa_State,6,1,0,0,0,0.7937,-0.7937,prior_16y
2018-19,2019,Ohio_State,11,2,1,0,0,0.8056,0.1944,prior_16y
2018-19,2019,Utah_State,8,1,0,0,0,0.7188,-0.7188,prior_16y
2018-19,2019,Washington,9,2,1,0,0,0.5781,0.4219,prior_16y
2018-19,2019,Iona,16,1,0,0,0,0.2692,-0.2692,prior_16y
2018-19,2019,UNC,1,3,2,0,0,3.1562,-1.1562,prior_16y
2018-19,2019,Saint_Louis,13,1,0,0,0,0.2742,-0.2742,prior_16y
2018-19,2019,Virginia_Tech,4,3,2,0,0,1.4603,0.5397,prior_16y
2018-19,2019,Liberty,12,2,1,0,0,0.5077,0.4923,prior_16y
2018-19,2019,Miss_St,5,1,0,0,0,1.1129,-1.1129,prior_16y
2018-19,2019,UCF,9,2,1,0,0,0.5781,0.4219,prior_16y
2018-19,2019,VCU,8,1,0,0,0,0.7188,-0.7188,prior_16y
2018-19,2019,Duke,1,4,3,0,0,3.1562,-0.1562,prior_16y
2020-21,2021,Michigan_State,11,1,0,0,0,0.7821,-0.7821,prior_17y
2020-21,2021,UCLA,11,6,5,1,0,0.7821,4.2179,prior_17y
2020-21,2021,Mt_St_Mary's,16,1,0,0,0,0.2738,-0.2738,prior_17y
2020-21,2021,Texas_Southern,16,2,1,0,0,0.2738,0.7262,prior_17y
2020-21,2021,Drake,11,2,1,0,0,0.7821,0.2179,prior_17y
2020-21,2021,Wichita_State,11,1,0,0,0,0.7821,-0.7821,prior_17y
2020-21,2021,Appalachian_St,16,1,0,0,0,0.2738,-0.2738,prior_17y
2020-21,2021,Norfolk_State,16,2,1,0,0,0.2738,0.7262,prior_17y
2020-21,2021,Cleveland_State,15,1,0,0,0,0.0667,-0.0667,prior_17y
2020-21,2021,Houston,2,5,4,1,0,2.2857,1.7143,prior_17y
2020-21,2021,Clemson,7,1,0,0,0,1.0149,-1.0149,prior_17y
2020-21,2021,Rutgers,10,2,1,0,0,0.5522,0.4478,prior_17y
2020-21,2021,Morehead_State,14,1,0,0,0,0.1429,-0.1429,prior_17y
2020-21,2021,West_Virginia,3,2,1,0,0,2.0,-1.0,prior_17y
2020-21,2021,San_Diego_State,6,1,0,0,0,0.791,-0.791,prior_17y
2020-21,2021,Syracuse,11,3,2,0,0,0.7821,1.2179,prior_17y
2020-21,2021,Liberty,13,1,0,0,0,0.2727,-0.2727,prior_17y
2020-21,2021,Oklahoma_State,4,2,1,0,0,1.4478,-0.4478,prior_17y
2020-21,2021,Oregon_State,12,4,3,0,0,0.5362,2.4638,prior_17y
2020-21,2021,Tennessee,5,1,0,0,0,1.1061,-1.1061,prior_17y
2020-21,2021,Georgia_Tech,9,1,0,0,0,0.6029,-0.6029,prior_17y
2020-21,2021,Loyola-Chicago,8,3,2,0,0,0.6765,1.3235,prior_17y
2020-21,2021,Drexel,16,1,0,0,0,0.2738,-0.2738,prior_17y
2020-21,2021,Illinois,1,2,1,0,0,3.1765,-2.1765,prior_17y
2020-21,2021,Ohio_State,2,1,0,0,0,2.2857,-2.2857,prior_17y
2020-21,2021,Oral_Roberts,15,3,2,0,0,0.0667,1.9333,prior_17y
2020-21,2021,Florida,7,2,1,0,0,1.0149,-0.0149,prior_17y
2020-21,2021,Virginia_Tech,10,1,0,0,0,0.5522,-0.5522,prior_17y
2020-21,2021,Arkansas,3,4,3,0,0,2.0,1.0,prior_17y
2020-21,2021,Colgate,14,1,0,0,0,0.1429,-0.1429,prior_17y
2020-21,2021,Texas_Tech,6,2,1,0,0,0.791,0.209,prior_17y
2020-21,2021,Utah_State,11,1,0,0,0,0.7821,-0.7821,prior_17y
2020-21,2021,North_Texas,13,2,1,0,0,0.2727,0.7273,prior_17y
2020-21,2021,Purdue,4,1,0,0,0,1.4478,-1.4478,prior_17y
2020-21,2021,Villanova,5,3,2,0,0,1.1061,0.8939,prior_17y
2020-21,2021,Winthrop,12,1,0,0,0,0.5362,-0.5362,prior_17y
2020-21,2021,UNC,8,1,0,0,0,0.6765,-0.6765,prior_17y
2020-21,2021,Wisconsin,9,2,1,0,0,0.6029,0.3971,prior_17y
2020-21,2021,Baylor,1,6,6,1,1,3.1765,2.8235,prior_17y
2020-21,2021,Hartford,16,1,0,0,0,0.2738,-0.2738,prior_17y
2020-21,2021,Gonzaga,1,6,5,1,0,3.1765,1.8235,prior_17y
2020-21,2021,USC,6,4,3,0,0,0.791,2.209,prior_17y
2020-21,2021,Alabama,2,3,2,0,0,2.2857,-0.2857,prior_17y
2020-21,2021,Iona,15,1,0,0,0,0.0667,-0.0667,prior_17y
2020-21,2021,Maryland,10,2,1,0,0,0.5522,0.4478,prior_17y
2020-21,2021,UConn,7,1,0,0,0,1.0149,-1.0149,prior_17y
2020-21,2021,Abil_Christian,14,2,1,0,0,0.1429,0.8571,prior_17y
2020-21,2021,Texas,3,1,0,0,0,2.0,-2.0,prior_17y
2020-21,2021,BYU,6,1,0,0,0,0.791,-0.791,prior_17y
2020-21,2021,Florida_State,4,3,2,0,0,1.4478,0.5522,prior_17y
2020-21,2021,UNCG,13,1,0,0,0,0.2727,-0.2727,prior_17y
2020-21,2021,Colorado,5,2,1,0,0,1.1061,-0.1061,prior_17y
2020-21,2021,Georgetown,12,1,0,0,0,0.5362,-0.5362,prior_17y
2020-21,2021,LSU,8,2,1,0,0,0.6765,0.3235,prior_17y
2020-21,2021,St_Bonaventure,9,1,0,0,0,0.6029,-0.6029,prior_17y
2020-21,2021,Michigan,1,4,3,0,0,3.1765,-0.1765,prior_17y
2020-21,2021,Grand_Canyon,15,1,0,0,0,0.0667,-0.0667,prior_17y
2020-21,2021,Iowa,2,2,1,0,0,2.2857,-1.2857,prior_17y
2020-21,2021,Oregon,7,3,2,0,0,1.0149,0.9851,prior_17y
2020-21,2021,VCU,10,1,0,0,0,0.5522,-0.5522,prior_17y
2020-21,2021,E_Washington,14,1,0,0,0,0.1429,-0.1429,prior_17y
2020-21,2021,Kansas,3,2,1,0,0,2.0,-1.0,prior_17y
2020-21,2021,Ohio,13,2,1,0,0,0.2727,0.7273,prior_17y
2020-21,2021,UVA,4,1,0,0,0,1.4478,-1.4478,prior_17y
2020-21,2021,Creighton,5,3,2,0,0,1.1061,0.8939,prior_17y
2020-21,2021,UCSB,12,1,0,0,0,0.5362,-0.5362,prior_17y
2020-21,2021,Missouri,9,1,0,0,0,0.6029,-0.6029,prior_17y
2020-21,2021,Oklahoma,8,2,1,0,0,0.6765,0.3235,prior_17y
2021-22,2022,Indiana,12,2,1,0,0,0.5479,0.4521,prior_18y
2021-22,2022,Wyoming,12,1,0,0,0,0.5479,-0.5479,prior_18y
2021-22,2022,Notre_Dame,11,3,2,0,0,0.8214,1.1786,prior_18y
2021-22,2022,Rutgers,11,1,0,0,0,0.8214,-0.8214,prior_18y
2021-22,2022,Bryant,16,1,0,0,0,0.2778,-0.2778,prior_18y
2021-22,2022,Wright_State,16,2,1,0,0,0.2778,0.7222,prior_18y
2021-22,2022,New_Mexico_St,12,2,1,0,0,0.5479,0.4521,prior_18y
2021-22,2022,UConn,5,1,0,0,0,1.1143,-1.1143,prior_18y
2021-22,2022,Arkansas,4,4,3,0,0,1.4085,1.5915,prior_18y
2021-22,2022,Vermont,13,1,0,0,0,0.2857,-0.2857,prior_18y
2021-22,2022,Providence,4,3,2,0,0,1.4085,0.5915,prior_18y
2021-22,2022,South_Dakota_St,13,1,0,0,0,0.2857,-0.2857,prior_18y
2021-22,2022,Iowa,5,1,0,0,0,1.1143,-1.1143,prior_18y
2021-22,2022,Richmond,12,2,1,0,0,0.5479,0.4521,prior_18y
2021-22,2022,Kentucky,2,1,0,0,0,2.2537,-2.2537,prior_18y
2021-22,2022,St_Peter's,15,4,3,0,0,0.0938,2.9062,prior_18y
2021-22,2022,Murray_State,7,2,1,0,0,1.0,0.0,prior_18y
2021-22,2022,San_Francisco,10,1,0,0,0,0.5493,-0.5493,prior_18y
2021-22,2022,Longwood,14,1,0,0,0,0.1493,-0.1493,prior_18y
2021-22,2022,Tennessee,3,2,1,0,0,1.9565,-0.9565,prior_18y
2021-22,2022,Colorado_State,6,1,0,0,0,0.8028,-0.8028,prior_18y
2021-22,2022,Michigan,11,3,2,0,0,0.8214,1.1786,prior_18y
2021-22,2022,Kansas,1,6,6,1,1,3.2083,2.7917,prior_18y
2021-22,2022,Texas_Southern,16,1,0,0,0,0.2778,-0.2778,prior_18y
2021-22,2022,Marquette,9,1,0,0,0,0.5833,-0.5833,prior_18y
2021-22,2022,UNC,8,6,5,1,0,0.6944,4.3056,prior_18y
2021-22,2022,Creighton,9,2,1,0,0,0.5833,0.4167,prior_18y
2021-22,2022,San_Diego_State,8,1,0,0,0,0.6944,-0.6944,prior_18y
2021-22,2022,Baylor,1,2,1,0,0,3.2083,-2.2083,prior_18y
2021-22,2022,Norfolk_State,16,1,0,0,0,0.2778,-0.2778,prior_18y
2021-22,2022,Georgia_State,16,1,0,0,0,0.2778,-0.2778,prior_18y
2021-22,2022,Gonzaga,1,3,2,0,0,3.2083,-1.2083,prior_18y
2021-22,2022,Akron,13,1,0,0,0,0.2857,-0.2857,prior_18y
2021-22,2022,UCLA,4,3,2,0,0,1.4085,0.5915,prior_18y
2021-22,2022,Boise_State,8,1,0,0,0,0.6944,-0.6944,prior_18y
2021-22,2022,Memphis,9,2,1,0,0,0.5833,0.4167,prior_18y
2021-22,2022,Saint_Mary's,5,2,1,0,0,1.1143,-0.1143,prior_18y
2021-22,2022,Miami,10,4,3,0,0,0.5493,2.4507,prior_18y
2021-22,2022,USC,7,1,0,0,0,1.0,-1.0,prior_18y
2021-22,2022,Auburn,2,2,1,0,0,2.2537,-1.2537,prior_18y
2021-22,2022,Jacksonville_St,15,1,0,0,0,0.0938,-0.0938,prior_18y
2021-22,2022,CSU_Fullerton,15,1,0,0,0,0.0938,-0.0938,prior_18y
2021-22,2022,Duke,2,5,4,1,0,2.2537,1.7463,prior_18y
2021-22,2022,Davidson,10,1,0,0,0,0.5493,-0.5493,prior_18y
2021-22,2022,Michigan_State,7,2,1,0,0,1.0,0.0,prior_18y
2021-22,2022,Colgate,14,1,0,0,0,0.1493,-0.1493,prior_18y
2021-22,2022,Wisconsin,3,2,1,0,0,1.9565,-0.9565,prior_18y
2021-22,2022,Purdue,3,3,2,0,0,1.9565,0.0435,prior_18y
2021-22,2022,Yale,14,1,0,0,0,0.1493,-0.1493,prior_18y
2021-22,2022,Texas,6,2,1,0,0,0.8028,0.1972,prior_18y
2021-22,2022,Virginia_Tech,11,1,0,0,0,0.8214,-0.8214,prior_18y
2021-22,2022,Iowa_State,11,3,2,0,0,0.8214,1.1786,prior_18y
2021-22,2022,LSU,6,1,0,0,0,0.8028,-0.8028,prior_18y
2021-22,2022,Delaware,15,1,0,0,0,0.0938,-0.0938,prior_18y
2021-22,2022,Villanova,2,5,4,1,0,2.2537,1.7463,prior_18y
2021-22,2022,Loyola-Chicago,10,1,0,0,0,0.5493,-0.5493,prior_18y
2021-22,2022,Ohio_State,7,2,1,0,0,1.0,0.0,prior_18y
2021-22,2022,Chattanooga,13,1,0,0,0,0.2857,-0.2857,prior_18y
2021-22,2022,Illinois,4,2,1,0,0,1.4085,-0.4085,prior_18y
2021-22,2022,Houston,5,4,3,0,0,1.1143,1.8857,prior_18y
2021-22,2022,UAB,12,1,0,0,0,0.5479,-0.5479,prior_18y
2021-22,2022,Montana_State,14,1,0,0,0,0.1493,-0.1493,prior_18y
2021-22,2022,Texas_Tech,3,3,2,0,0,1.9565,0.0435,prior_18y
2021-22,2022,Seton_Hall,8,1,0,0,0,0.6944,-0.6944,prior_18y
2021-22,2022,TCU,9,2,1,0,0,0.5833,0.4167,prior_18y
2021-22,2022,Arizona,1,3,2,0,0,3.2083,-1.2083,prior_18y
2021-22,2022,Alabama,6,1,0,0,0,0.8028,-0.8028,prior_18y
2022-23,2023,Miss_St,11,1,0,0,0,0.8427,-0.8427,prior_19y
2022-23,2023,Pitt,11,3,2,0,0,0.8427,1.1573,prior_19y
2022-23,2023,Fair_Dickinson,16,3,2,0,0,0.2737,1.7263,prior_19y
2022-23,2023,Texas_Southern,16,1,0,0,0,0.2737,-0.2737,prior_19y
2022-23,2023,Arizona_State,11,2,1,0,0,0.8427,0.1573,prior_19y
2022-23,2023,Nevada,11,1,0,0,0,0.8427,-0.8427,prior_19y
2022-23,2023,Auburn,9,2,1,0,0,0.5921,0.4079,prior_19y
2022-23,2023,Iowa,8,1,0,0,0,0.7237,-0.7237,prior_19y
2022-23,2023,Houston,1,3,2,0,0,3.1842,-1.1842,prior_19y
2022-23,2023,N_Kentucky,16,1,0,0,0,0.2737,-0.2737,prior_19y
2022-23,2023,Maryland,8,2,1,0,0,0.7237,0.2763,prior_19y
2022-23,2023,West_Virginia,9,1,0,0,0,0.5921,-0.5921,prior_19y
2022-23,2023,Colgate,15,1,0,0,0,0.1324,-0.1324,prior_19y
2022-23,2023,Texas,2,4,3,0,0,2.2535,0.7465,prior_19y
2022-23,2023,Howard,16,1,0,0,0,0.2737,-0.2737,prior_19y
2022-23,2023,Kansas,1,2,1,0,0,3.1842,-2.1842,prior_19y
2022-23,2023,Arkansas,8,3,2,0,0,0.7237,1.2763,prior_19y
2022-23,2023,Illinois,9,1,0,0,0,0.5921,-0.5921,prior_19y
2022-23,2023,Penn_State,10,2,1,0,0,0.56,0.44,prior_19y
2022-23,2023,Texas_A&M,7,1,0,0,0,0.9867,-0.9867,prior_19y
2022-23,2023,Duke,5,2,1,0,0,1.1081,-0.1081,prior_19y
2022-23,2023,Oral_Roberts,12,1,0,0,0,0.5513,-0.5513,prior_19y
2022-23,2023,Louisiana,13,1,0,0,0,0.2703,-0.2703,prior_19y
2022-23,2023,Tennessee,4,3,2,0,0,1.44,0.56,prior_19y
2022-23,2023,Furman,13,2,1,0,0,0.2703,0.7297,prior_19y
2022-23,2023,UVA,4,1,0,0,0,1.44,-1.44,prior_19y
2022-23,2023,Charleston,12,1,0,0,0,0.5513,-0.5513,prior_19y
2022-23,2023,San_Diego_State,5,6,5,1,0,1.1081,3.8919,prior_19y
2022-23,2023,UCLA,2,3,2,0,0,2.2535,-0.2535,prior_19y
2022-23,2023,UNC_Asheville,15,1,0,0,0,0.1324,-0.1324,prior_19y
2022-23,2023,Boise_State,10,1,0,0,0,0.56,-0.56,prior_19y
2022-23,2023,Northwestern,7,2,1,0,0,0.9867,0.0133,prior_19y
2022-23,2023,Arizona,2,1,0,0,0,2.2535,-2.2535,prior_19y
2022-23,2023,Princeton,15,3,2,0,0,0.1324,1.8676,prior_19y
2022-23,2023,Missouri,7,2,1,0,0,0.9867,0.0133,prior_19y
2022-23,2023,Utah_State,10,1,0,0,0,0.56,-0.56,prior_19y
2022-23,2023,Iona,13,1,0,0,0,0.2703,-0.2703,prior_19y
2022-23,2023,UConn,4,6,6,1,1,1.44,4.56,prior_19y
2022-23,2023,Saint_Mary's,5,2,1,0,0,1.1081,-0.1081,prior_19y
2022-23,2023,VCU,12,1,0,0,0,0.5513,-0.5513,prior_19y
2022-23,2023,Indiana,4,2,1,0,0,1.44,-0.44,prior_19y
2022-23,2023,Kent_State,13,1,0,0,0,0.2703,-0.2703,prior_19y
2022-23,2023,Drake,12,1,0,0,0,0.5513,-0.5513,prior_19y
2022-23,2023,Miami,5,5,4,1,0,1.1081,2.8919,prior_19y
2022-23,2023,Marquette,2,2,1,0,0,2.2535,-1.2535,prior_19y
2022-23,2023,Vermont,15,1,0,0,0,0.1324,-0.1324,prior_19y
2022-23,2023,Michigan_State,7,3,2,0,0,0.9867,1.0133,prior_19y
2022-23,2023,USC,10,1,0,0,0,0.56,-0.56,prior_19y
2022-23,2023,FAU,9,5,4,1,0,0.5921,3.4079,prior_19y
2022-23,2023,Memphis,8,1,0,0,0,0.7237,-0.7237,prior_19y
2022-23,2023,Purdue,1,1,0,0,0,3.1842,-3.1842,prior_19y
2022-23,2023,Gonzaga,3,4,3,0,0,1.9315,1.0685,prior_19y
2022-23,2023,Grand_Canyon,14,1,0,0,0,0.1408,-0.1408,prior_19y
2022-23,2023,TCU,6,2,1,0,0,0.7733,0.2267,prior_19y
2022-23,2023,Baylor,3,2,1,0,0,1.9315,-0.9315,prior_19y
2022-23,2023,UCSB,14,1,0,0,0,0.1408,-0.1408,prior_19y
2022-23,2023,Creighton,6,4,3,0,0,0.7733,2.2267,prior_19y
2022-23,2023,NC_State,11,1,0,0,0,0.8427,-0.8427,prior_19y
2022-23,2023,Kansas_State,3,4,3,0,0,1.9315,1.0685,prior_19y
2022-23,2023,Montana_State,14,1,0,0,0,0.1408,-0.1408,prior_19y
2022-23,2023,Kentucky,6,2,1,0,0,0.7733,0.2267,prior_19y
2022-23,2023,Providence,11,1,0,0,0,0.8427,-0.8427,prior_19y
2022-23,2023,Kennesaw_State,14,1,0,0,0,0.1408,-0.1408,prior_19y
2022-23,2023,Xavier,3,3,2,0,0,1.9315,0.0685,prior_19y
2022-23,2023,Iowa_State,6,1,0,0,0,0.7733,-0.7733,prior_19y
2022-23,2023,Alabama,1,2,1,0,0,3.1842,-2.1842,prior_19y
2023-24,2024,Howard,16,1,0,0,0,0.2828,-0.2828,prior_20y
2023-24,2024,Wagner,16,2,1,0,0,0.2828,0.7172,prior_20y
2023-24,2024,Colorado_State,10,2,1,0,0,0.5443,0.4557,prior_20y
2023-24,2024,UVA,10,1,0,0,0,0.5443,-0.5443,prior_20y
2023-24,2024,Grambling,16,2,1,0,0,0.2828,0.7172,prior_20y
2023-24,2024,Montana_State,16,1,0,0,0,0.2828,-0.2828,prior_20y
2023-24,2024,Boise_State,10,1,0,0,0,0.5443,-0.5443,prior_20y
2023-24,2024,Colorado,10,3,2,0,0,0.5443,1.4557,prior_20y
2023-24,2024,Arizona,2,3,2,0,0,2.2133,-0.2133,prior_20y
2023-24,2024,Long_Beach_State,15,1,0,0,0,0.1528,-0.1528,prior_20y
2023-24,2024,Dayton,7,2,1,0,0,0.9873,0.0127,prior_20y
2023-24,2024,Nevada,10,1,0,0,0,0.5443,-0.5443,prior_20y
2023-24,2024,Michigan_State,9,2,1,0,0,0.625,0.375,prior_20y
2023-24,2024,Miss_St,8,1,0,0,0,0.725,-0.725,prior_20y
2023-24,2024,UNC,1,3,2,0,0,3.075,-1.075,prior_20y
2023-24,2024,St_Peter's,15,1,0,0,0,0.1528,-0.1528,prior_20y
2023-24,2024,Tennessee,2,4,3,0,0,2.2133,0.7867,prior_20y
2023-24,2024,Texas,7,2,1,0,0,0.9873,0.0127,prior_20y
2023-24,2024,Akron,14,1,0,0,0,0.1333,-0.1333,prior_20y
2023-24,2024,Creighton,3,3,2,0,0,1.9481,0.0519,prior_20y
2023-24,2024,Oregon,11,2,1,0,0,0.8211,0.1789,prior_20y
2023-24,2024,South_Carolina,6,1,0,0,0,0.7975,-0.7975,prior_20y
2023-24,2024,Kansas,4,2,1,0,0,1.481,-0.481,prior_20y
2023-24,2024,Samford,13,1,0,0,0,0.2692,-0.2692,prior_20y
2023-24,2024,Gonzaga,5,3,2,0,0,1.1923,0.8077,prior_20y
2023-24,2024,Mcneese,12,1,0,0,0,0.5244,-0.5244,prior_20y
2023-24,2024,Kentucky,3,1,0,0,0,1.9481,-1.9481,prior_20y
2023-24,2024,Oakland,14,2,1,0,0,0.1333,0.8667,prior_20y
2023-24,2024,NC_State,11,5,4,1,0,0.8211,3.1789,prior_20y
2023-24,2024,Texas_Tech,6,1,0,0,0,0.7975,-0.7975,prior_20y
2023-24,2024,Iowa_State,2,3,2,0,0,2.2133,-0.2133,prior_20y
2023-24,2024,South_Dakota_St,15,1,0,0,0,0.1528,-0.1528,prior_20y
2023-24,2024,Drake,10,1,0,0,0,0.5443,-0.5443,prior_20y
2023-24,2024,Washington_St,7,2,1,0,0,0.9873,0.0127,prior_20y
2023-24,2024,Illinois,3,4,3,0,0,1.9481,1.0519,prior_20y
2023-24,2024,Morehead_State,14,1,0,0,0,0.1333,-0.1333,prior_20y
2023-24,2024,BYU,6,1,0,0,0,0.7975,-0.7975,prior_20y
2023-24,2024,Duquesne,11,2,1,0,0,0.8211,0.1789,prior_20y
2023-24,2024,Stetson,16,1,0,0,0,0.2828,-0.2828,prior_20y
2023-24,2024,UConn,1,6,6,1,1,3.075,2.925,prior_20y
2023-24,2024,Houston,1,3,2,0,0,3.075,-1.075,prior_20y
2023-24,2024,Longwood,16,1,0,0,0,0.2828,-0.2828,prior_20y
2023-24,2024,Purdue,1,6,5,1,0,3.075,1.925,prior_20y
2023-24,2024,Baylor,3,2,1,0,0,1.9481,-0.9481,prior_20y
2023-24,2024,Colgate,14,1,0,0,0,0.1333,-0.1333,prior_20y
2023-24,2024,Clemson,6,4,3,0,0,0.7975,2.2025,prior_20y
2023-24,2024,New_Mexico,11,1,0,0,0,0.8211,-0.8211,prior_20y
2023-24,2024,Alabama,4,5,4,1,0,1.481,2.519,prior_20y
2023-24,2024,Charleston,13,1,0,0,0,0.2692,-0.2692,prior_20y
2023-24,2024,Grand_Canyon,12,2,1,0,0,0.5244,0.4756,prior_20y
2023-24,2024,Saint_Mary's,5,1,0,0,0,1.1923,-1.1923,prior_20y
2023-24,2024,TCU,9,1,0,0,0,0.625,-0.625,prior_20y
2023-24,2024,Utah_State,8,2,1,0,0,0.725,0.275,prior_20y
2023-24,2024,Marquette,2,3,2,0,0,2.2133,-0.2133,prior_20y
2023-24,2024,W_Kentucky,15,1,0,0,0,0.1528,-0.1528,prior_20y
2023-24,2024,Florida,7,1,0,0,0,0.9873,-0.9873,prior_20y
2023-24,2024,Duke,4,4,3,0,0,1.481,1.519,prior_20y
2023-24,2024,Vermont,13,1,0,0,0,0.2692,-0.2692,prior_20y
2023-24,2024,JMU,12,2,1,0,0,0.5244,0.4756,prior_20y
2023-24,2024,Wisconsin,5,1,0,0,0,1.1923,-1.1923,prior_20y
2023-24,2024,Nebraska,8,1,0,0,0,0.725,-0.725,prior_20y
2023-24,2024,Texas_A&M,9,2,1,0,0,0.625,0.375,prior_20y
2023-24,2024,Auburn,4,1,0,0,0,1.481,-1.481,prior_20y
2023-24,2024,Yale,13,2,1,0,0,0.2692,0.7308,prior_20y
2023-24,2024,San_Diego_State,5,3,2,0,0,1.1923,0.8077,prior_20y
2023-24,2024,UAB,12,1,0,0,0,0.5244,-0.5244,prior_20y
2023-24,2024,FAU,8,1,0,0,0,0.725,-0.725,prior_20y
2023-24,2024,Northwestern,9,2,1,0,0,0.625,0.375,prior_20y
2024-25,2025,Alabama_State,16,2,1,0,0,0.2857,0.7143,prior_21y
2024-25,2025,St_Francis_(PA),16,1,0,0,0,0.2857,-0.2857,prior_21y
2024-25,2025,San_Diego_State,11,1,0,0,0,0.8485,-0.8485,prior_21y
2024-25,2025,UNC,11,2,1,0,0,0.8485,0.1515,prior_21y
2024-25,2025,Texas,11,1,0,0,0,0.8485,-0.8485,prior_21y
2024-25,2025,Xavier,11,2,1,0,0,0.8485,0.1515,prior_21y
2024-25,2025,American,16,1,0,0,0,0.2857,-0.2857,prior_21y
2024-25,2025,Mt_St_Mary's,16,2,1,0,0,0.2857,0.7143,prior_21y
2024-25,2025,Auburn,1,5,4,1,0,3.1071,0.8929,prior_21y
2024-25,2025,Creighton,9,2,1,0,0,0.631,0.369,prior_21y
2024-25,2025,Louisville,8,1,0,0,0,0.7024,-0.7024,prior_21y
2024-25,2025,Michigan,5,3,2,0,0,1.1829,0.8171,prior_21y
2024-25,2025,UC_San_Diego,12,1,0,0,0,0.5233,-0.5233,prior_21y
2024-25,2025,Texas_A&M,4,2,1,0,0,1.506,-0.506,prior_21y
2024-25,2025,Yale,13,1,0,0,0,0.2683,-0.2683,prior_21y
2024-25,2025,BYU,6,3,2,0,0,0.7952,1.2048,prior_21y
2024-25,2025,VCU,11,1,0,0,0,0.8485,-0.8485,prior_21y
2024-25,2025,Montana,14,1,0,0,0,0.1392,-0.1392,prior_21y
2024-25,2025,Wisconsin,3,2,1,0,0,1.9259,-0.9259,prior_21y
2024-25,2025,Houston,1,6,5,1,0,3.1071,1.8929,prior_21y
2024-25,2025,SIUE,16,1,0,0,0,0.2857,-0.2857,prior_21y
2024-25,2025,Georgia,9,1,0,0,0,0.631,-0.631,prior_21y
2024-25,2025,Gonzaga,8,2,1,0,0,0.7024,0.2976,prior_21y
2024-25,2025,Clemson,5,1,0,0,0,1.1829,-1.1829,prior_21y
2024-25,2025,Mcneese,12,2,1,0,0,0.5233,0.4767,prior_21y
2024-25,2025,High_Point,13,1,0,0,0,0.2683,-0.2683,prior_21y
2024-25,2025,Purdue,4,3,2,0,0,1.506,0.494,prior_21y
2024-25,2025,UCLA,7,2,1,0,0,0.9759,0.0241,prior_21y
2024-25,2025,Utah_State,10,1,0,0,0,0.5412,-0.5412,prior_21y
2024-25,2025,Tennessee,2,4,3,0,0,2.2152,0.7848,prior_21y
2024-25,2025,Wofford,15,1,0,0,0,0.1447,-0.1447,prior_21y
2024-25,2025,Drake,11,2,1,0,0,0.8485,0.1515,prior_21y
2024-25,2025,Missouri,6,1,0,0,0,0.7952,-0.7952,prior_21y
2024-25,2025,Texas_Tech,3,4,3,0,0,1.9259,1.0741,prior_21y
2024-25,2025,UNC_Wilmington,14,1,0,0,0,0.1392,-0.1392,prior_21y
2024-25,2025,Arkansas,10,3,2,0,0,0.5412,1.4588,prior_21y
2024-25,2025,Kansas,7,1,0,0,0,0.9759,-0.9759,prior_21y
2024-25,2025,Omaha,15,1,0,0,0,0.1447,-0.1447,prior_21y
2024-25,2025,St_John's,2,2,1,0,0,2.2152,-1.2152,prior_21y
2024-25,2025,Ole_Miss,6,3,2,0,0,0.7952,1.2048,prior_21y
2024-25,2025,Iowa_State,3,2,1,0,0,1.9259,-0.9259,prior_21y
2024-25,2025,Lipscomb,14,1,0,0,0,0.1392,-0.1392,prior_21y
2024-25,2025,Marquette,7,1,0,0,0,0.9759,-0.9759,prior_21y
2024-25,2025,New_Mexico,10,2,1,0,0,0.5412,0.4588,prior_21y
2024-25,2025,Bryant,15,1,0,0,0,0.1447,-0.1447,prior_21y
2024-25,2025,Michigan_State,2,4,3,0,0,2.2152,0.7848,prior_21y
2024-25,2025,Duke,1,5,4,1,0,3.1071,0.8929,prior_21y
2024-25,2025,Baylor,9,2,1,0,0,0.631,0.369,prior_21y
