pid,gt_class_pct,gt_days_above10,gt_last30_ratio,gt_peak_ratio,gt_ratio,gt_topic,gt_trend,gt_zero_share,misc_birth_month,misc_birth_q,misc_born_usa,misc_prep,prog_prev_hit_rate,prog_prev_mean_war5,prog_prev_n,rsci_avg,rsci_best,rsci_chg,rsci_dev,rsci_frac_ranked,rsci_hs_height_in,rsci_hs_pos,rsci_hs_to_pro,rsci_n_ranked,rsci_n_services,rsci_prep_5th,rsci_range,rsci_rank,rsci_std,rsci_top100,rsci_total_norm,rsci_worst,rsci_years_to_draft,traj_d_ast36,traj_d_blk36,traj_d_fg,traj_d_fg3,traj_d_ft,traj_d_mpg,traj_d_pts36,traj_d_reb36,traj_d_stl36,traj_last_gp,traj_last_is_peak,traj_last_mpg,traj_last_pts36,traj_mpg_growth,traj_n_seasons,traj_path,traj_slope_mpg,traj_slope_pts36,traj_years_span,ts_coach_prev_hit_rate,ts_coach_prev_mean_war5,ts_coach_prev_n,ts_conf_champ,ts_in_ncaa,ts_ncaa_round,ts_win_pct,tv_adjoe,tv_adrtg,tv_age_exact,tv_ast_pct,tv_ast_tov,tv_birth_month,tv_bpm,tv_bpm_is_peak,tv_conf_tier,tv_d_adjoe,tv_d_adrtg,tv_d_ast_pct,tv_d_bpm,tv_d_efg,tv_d_ftr,tv_d_min_per,tv_d_ortg,tv_d_ts,tv_d_usg,tv_dbpm,tv_dgbpm,tv_dporpag,tv_drb,tv_drtg,tv_dunk_share,tv_dunks_pg,tv_efg,tv_first_bpm,tv_ftr,tv_gap,tv_gbpm,tv_gp,tv_home_intl,tv_home_state_code,tv_ht_growth,tv_jersey,tv_mates_best_bpm,tv_mates_bpm_sum,tv_mates_drafted,tv_mid_pct,tv_mid_share,tv_min_per,tv_mp,tv_obpm,tv_ogbpm,tv_orb,tv_ortg,tv_pfr,tv_porpag,tv_pts,tv_rec_rank,tv_rim_pct,tv_rim_share,tv_role,tv_seasons,tv_slope_bpm,tv_star_mate_minshare,tv_stops,tv_team_adjde,tv_team_adjoe,tv_team_barthag,tv_team_losses,tv_team_ncsos,tv_team_rank,tv_team_sos,tv_team_wins,tv_three_share,tv_to_pct,tv_ts,tv_usg,tv_yr,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words,wp_created_days_before,wp_editors_90d,wp_editors_pre,wp_exists,wp_revs_365d,wp_revs_90d,wp_revs_pre,wp_size_pre
P84101ffd6c,0.901,0,0.0034,0.07,0.0275,0,0.762,0.785,10,4,1,0,0.167,0.416,6,12.0,9.0,1.0,2.2,1.0,82,4,0,5,5,0,6.0,10,2.0,1,0.8918,15.0,2,-0.056,0.071,-0.059,,0.002,1.0,0.43,1.426,-0.548,36.0,1,29.5,20.136,1.0,2,1,1.0,0.43,1,,,0,1,1,3,0.806,136.731,83.7631,20.73,9.4,0.58026669,10,9.4839,0,3,-3.532,-6.165,-0.1,-1.472,-6.1,5.9,2.1,-7.6,-4.19,2.3,4.1552,3.19716,4.42448,18.7,88.1328,0.256,1.556,56.2,10.9555,73.2,0,9.91562,36.0,0,14,1,40.0,15.15,46.65,1,0.4348,0.324,73.3,29.5278,5.3287,6.71846,12.4,119.4,3.0,5.23894,16.5,98.2,0.6261,0.67,8,2,-1.472,0.714,237.616,91.18560986783939,121.9866604160514,0.9659955522545118,7,0.4612828254780046,3.0,0.69483297829169,29,0.006,17.1,62.26,26.5,2,3,2.58,1,0.86,1,0.86,1,0.86,1,13,11.178,0,0.0,0,0.0,0,0.0,1,1.72,0,0.0,2,1.72,17,14.617,0,0.0,1,1.72,10,19,9,3,2.58,0,12370,0.0,0.85,0,0.0,1163,704,19,111,1,138,33,242,12370
P9dbf445dc5,0.0,0,0.0,0.0,0.0,0,1.0,1.0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,3,6.061,0,0.0,0,0.0,4,8.081,2,4.04,0,0.0,1,2.02,,12,10,1,2.02,0,6506,0.0,0.4,0,0.0,495,64,17,17,1,48,48,48,6506
Pecca0a47dd,0.0,0,0.0,0.0,0.0,0,1.0,1.0,8,3,1,0,,,0,,,,,,,,,,,,,,,,,,,0.505,1.845,-0.051,0.0,0.144,-1.0,-0.926,2.803,0.694,31.0,0,22.3,10.816,-1.0,2,1,-1.0,-0.926,1,,,0,1,0,0,0.438,100.248,84.3839,23.87,5.8,0.38776415,8,7.16026,1,3,-3.525,-5.43,2.2,6.157,-5.1,-8.0,17.2,-2.0,-2.84,-2.3,7.85599,5.0403,3.26257,24.2,88.5165,0.431,0.871,50.0,1.00292,26.7,0,4.77198,31.0,0,5,0,14.0,4.94,8.25,0,0.3939,0.569,53.2,22.2903,-0.695727,-0.268324,11.7,96.5,5.4,1.14207,6.7097,48.6,0.6667,0.414,8,2,6.157,0.812,183.119,96.08231043848403,102.55181067260395,0.6790421808956949,18,0.6360346169416535,100.0,0.726145396902712,14,0.017,22.2,52.44,19.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
P85abb7e5de,0.753,0,0.0,0.03,0.0031,0,0.947,0.977,12,4,0,0,0.0,-0.073,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0.861,118.693,83.4389,22.52,5.2,1.0,12,11.0378,1,2,2.946,-3.795,4.4,4.41,0.1,1.9,42.2,3.7,-0.31,0.9,8.00803,5.2097,3.56849,21.3,86.1551,0.686,1.861,66.8,4.28443,40.0,0,9.49578,36.0,0,43,0,30.0,5.96,22.76,0,0.2813,0.188,58.7,23.6389,3.02979,4.28607,10.2,131.0,3.1,2.7247,7.5556,69.2,0.8333,0.6,7,4,1.954,0.81,213.876,91.50128918153402,107.54085033935795,0.8649998851353313,5,0.5500806275431416,36.0,0.5753038162516116,31,0.212,12.5,67.23,12.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,1,1,2,2,2,1714
P70fe638043,0.0,0,0.0,0.0,0.0,0,1.0,1.0,5,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,142.933,105.036,22.14,27.0,1.75364069,5,7.44802,1,3,19.08,9.026,6.9,2.708,3.8,17.1,9.2,6.8,5.02,7.9,-1.72376,1.00494,2.76491,10.6,109.241,0.08,0.312,53.0,-0.993682,48.5,0,11.1523,32.0,0,46,0,11.0,0.99,-10.4,0,0.4382,0.486,89.7,36.4375,9.17178,10.1474,1.4,120.0,1.5,7.18177,25.0312,46.4,0.664,0.228,2,4,2.504,0.746,193.736,106.17070871135223,107.27007005119188,0.5295819805760925,19,0.46939111743068096,153.0,0.6520836182905032,13,0.286,11.0,59.17,31.6,4,0,0.0,0,0.0,0,0.0,0,0.0,1,6,13.363,0,0.0,0,0.0,0,0.0,0,0.0,1,2.227,1,2.227,3,6.682,0,0.0,0,0.0,,17,5,0,0.0,0,7514,0.0,0.286,1,2.227,449,117,7,9,1,25,13,25,7514
P17a4a5cfae,0.765,0,0.0,0.02,0.0041,0,0.968,0.966,1,1,0,0,0.333,2.544,3,,44.0,0.0,,0.667,82,5,0,4,6,0,22.0,69,10.28,1,0.3055,66.0,3,1.108,-0.618,0.009,,-0.024,-1.7,1.356,0.893,0.188,33.0,0,31.1,11.344,15.5,3,1,7.75,-0.905,2,,,0,1,1,0,0.0,117.22,76.3769,23.44,12.3,1.11863081,1,13.3849,1,3,13.615,-3.12,5.7,3.382,0.7,8.8,-17.9,8.3,0.62,1.9,9.70093,5.9312,5.38591,22.1,81.001,0.25,0.697,53.4,10.0594,47.9,0,10.3617,33.0,0,48,1,10.0,9.11,54.78,3,0.4154,0.556,63.1,31.0909,3.68394,4.4305,12.9,112.6,3.3,3.38553,9.7879,91.6,0.6827,0.444,8,3,1.663,0.767,252.025,86.02891955961215,117.04248507644454,0.9718133409832661,5,0.5731402536422343,1.0,0.7284539396826738,35,0.0,18.9,56.23,18.2,3,1,1.634,1,1.634,2,3.268,4,6.536,1,1,1.634,0,0.0,0,0.0,0,0.0,0,0.0,2,3.268,0,0.0,4,6.536,1,3.268,0,0.0,,16,5,0,0.0,0,8823,0.0,0.222,1,1.634,612,460,10,24,1,24,15,68,8823
P5d0988f1e1,0.0,0,0.0,0.0,0.0,0,1.0,1.0,5,2,1,0,,,0,,,,,,,,,,,,,,,,,,,0.395,-0.008,-0.037,-0.086,-0.015,2.8,1.205,-0.287,-0.016,31.0,1,36.5,21.501,16.1,4,1,5.39,1.475,3,,,0,1,0,0,0.677,124.649,101.811,22.1,27.7,1.29169554,5,3.61828,0,2,-3.545,6.378,4.0,-2.673,-5.9,-9.0,6.4,-8.0,-6.06,3.7,-1.63937,-0.0945781,3.21909,9.1,101.604,0.053,0.103,52.4,1.37589,37.9,0,5.71094,29.0,0,,1,3.0,3.5,0.16,0,0.4532,0.291,91.2,37.1034,5.25765,5.80551,1.7,112.4,2.1,4.98726,22.4138,,0.5426,0.197,2,4,1.269,0.748,182.92,103.23290919732516,104.50036548607598,0.5350258148425912,10,0.5817161082558313,152.0,0.4434615813310245,19,0.513,17.3,57.63,30.7,4,1,2.075,1,2.075,0,0.0,0,0.0,1,2,4.149,0,0.0,0,0.0,0,0.0,0,0.0,1,2.075,1,2.075,5,10.373,0,0.0,0,0.0,,6,3,2,4.149,0,6538,0.0,0.444,0,0.0,482,504,2,13,1,10,3,22,6538
Pfb1f867cde,0.704,0,0.0,0.01,0.002,0,0.957,0.977,7,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0.676,117.849,82.3932,21.94,21.7,0.96330221,7,8.0996,1,2,-2.319,-7.697,11.5,5.12,-3.6,3.6,12.6,-1.8,-2.78,-1.1,5.05903,4.08027,5.14505,26.3,85.7859,0.163,0.5,45.6,3.41781,55.6,0,7.9557,32.0,0,3,0,21.0,6.65,23.21,0,0.3893,0.378,82.6,33.1875,3.04058,3.87543,5.6,101.4,3.2,3.74012,16.625,,0.6122,0.249,5,3,2.341,0.748,256.866,90.9347849536351,107.1317684554057,0.8681895321936203,11,0.5553378973563032,32.0,0.6678998885358888,21,0.373,20.7,53.41,29.8,3,0,0.0,0,0.0,0,0.0,0,0.0,1,5,10.246,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,6.148,0,0.0,0,0.0,,8,5,3,6.148,0,7019,0.0,0.5,0,0.0,488,341,4,8,1,23,9,23,7019
P83fd4822e5,0.79,0,0.0,0.02,0.0056,0,0.9,0.955,4,2,1,0,0.143,3.066,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,0.75,124.68,84.035,23.16,7.7,0.89995751,4,9.6304,1,3,0.599,-1.223,3.1,1.179,1.1,-0.1,22.4,-1.5,1.72,0.9,3.75384,4.03243,4.40698,14.3,88.0208,0.52,0.706,56.7,6.18426,15.9,0,10.6509,34.0,0,,0,43.0,8.96,40.34,3,0.3711,0.271,62.3,29.5,5.87656,6.61851,4.8,119.9,3.2,4.02197,13.2647,,0.82,0.14,5,4,1.322,0.875,204.633,88.44961185434583,113.84237208007096,0.9479644676119808,10,0.4630805416001159,5.0,0.704802897203855,30,0.589,12.6,58.56,19.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Pef94ae3f83,0.815,0,0.0,0.05,0.0081,0,0.849,0.949,3,1,1,0,0.375,6.798,8,34.0,20.0,6.0,3.6,0.875,83,5,0,7,8,0,23.0,27,6.86,1,0.6772,43.0,5,0.032,-0.682,0.046,,-0.081,6.1,2.897,0.758,0.061,37.0,1,30.9,15.961,27.9,4,1,10.23,0.079,3,,,0,1,1,3,,119.19,78.6799,23.31,6.2,0.4794222,3,11.0715,0,3,-1.551,-1.004,0.6,-1.176,4.7,-13.5,14.1,-4.2,0.69,3.2,9.37431,6.36452,5.12393,20.9,83.0455,0.267,1.351,58.3,-1.73436,60.4,0,10.3924,37.0,0,,0,5.0,8.76,37.3,1,0.3913,0.362,76.0,30.9189,1.69723,4.0279,8.8,113.7,2.7,3.58138,13.7297,94.6,0.6881,0.635,7,4,4.101,0.832,289.791,87.6309873209158,112.75747793684694,0.9478070349513823,6,0.6140971647393859,7.0,0.6754007730091081,31,0.003,17.8,62.07,21.0,4,0,0.0,0,0.0,1,1.439,7,10.072,1,7,10.072,0,0.0,0,0.0,0,0.0,1,1.439,1,1.439,0,0.0,4,5.755,0,0.0,1,1.439,,18,8,0,0.0,0,10832,0.0,0.375,1,1.439,695,450,16,49,1,91,35,123,10832
P1100d011d0,0.864,0,0.0,0.05,0.0127,0,0.789,0.904,4,2,0,0,0.0,0.366,3,,,,,,,,,,,,,,,,,,,0.452,1.233,0.055,-0.144,0.158,12.9,8.806,-0.179,0.155,32.0,1,26.4,24.273,14.1,3,1,7.05,6.575,3,,,0,1,1,2,0.914,144.188,86.2094,22.19,15.1,0.6933124,4,11.6967,1,2,33.799,-5.736,5.4,9.001,4.2,-3.2,27.2,17.3,6.93,8.3,4.44283,3.29629,3.76653,20.1,89.4414,0.132,0.806,64.4,4.0569,50.5,0,13.5839,31.0,0,,1,13.0,13.55,45.7,0,0.5275,0.274,60.3,26.4516,7.25391,10.2876,11.8,123.5,3.5,5.41017,18.0645,,0.717,0.639,7,3,3.82,0.819,173.399,91.62939909201144,120.08612930694935,0.9573138253051714,3,0.6349116897412748,4.0,0.6074152726606719,31,0.087,18.4,67.83,30.4,3,1,2.833,1,2.833,1,2.833,0,0.0,1,2,5.666,0,0.0,0,0.0,3,8.499,0,0.0,0,0.0,1,2.833,0,0.0,0,0.0,0,0.0,,9,4,0,0.0,0,5959,0.0,0.0,0,0.0,353,1038,12,51,1,51,23,85,5959
P6a23d47737,0.0,0,0.0,0.0,0.0,0,1.0,1.0,2,1,1,0,0.0,-0.834,1,15.0,10.0,-2.0,5.5,1.0,78,2,0,5,5,0,13.0,15,4.96,1,0.8637,23.0,2,0.566,0.195,0.037,0.069,0.145,1.8,4.842,1.708,0.105,32.0,1,33.9,19.646,1.8,2,1,1.8,4.842,1,,,0,1,0,0,0.484,127.771,87.1583,20.35,16.8,0.90625,2,10.3802,1,3,14.03,-6.027,7.0,4.292,5.0,18.2,4.1,8.7,7.97,3.9,3.31371,3.98907,4.6481,19.7,89.8474,0.17,0.469,53.0,6.0879,39.3,0,12.2767,32.0,0,10,0,1.0,2.83,-0.64,0,0.3482,0.26,83.5,33.9375,7.06647,8.28761,4.3,112.7,2.6,4.93099,18.4688,97.8,0.6702,0.218,4,2,4.292,0.602,245.772,95.92322325542447,102.06939719323344,0.67132977190536,17,0.5442507047538362,102.0,0.6350590780349732,15,0.522,13.8,57.91,27.2,2,0,0.0,0,0.0,0,0.0,0,0.0,1,4,9.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.347,0,0.0,0,0.0,,8,8,2,4.695,0,7205,0.0,0.25,0,0.0,426,105,8,11,1,45,37,45,7205
P45b94f1aab,0.593,0,0.0,0.01,0.001,0,0.978,0.989,8,3,1,0,0.0,-1.233,6,,17.0,0.0,,0.667,76,,0,4,6,0,67.0,56,26.83,1,0.4124,84.0,3,0.967,0.107,-0.031,-0.088,0.042,-0.1,-0.277,-0.197,0.216,33.0,0,34.2,13.053,5.4,3,1,2.7,0.714,2,,,0,1,1,1,0.686,113.509,96.4441,22.84,36.7,2.09651187,8,4.91054,0,3,-0.579,1.93,1.7,-0.867,-3.7,-0.3,-5.0,-1.2,-2.39,1.2,1.59577,1.6483,3.64275,11.4,100.419,0.09,0.364,44.9,2.09794,41.9,0,4.62648,33.0,0,,0,2.0,7.32,21.16,1,0.312,0.374,80.4,34.2121,3.31477,2.97818,2.4,103.5,2.3,3.34278,12.3636,94.4,0.609,0.398,1,3,1.406,0.846,219.878,99.5655608802804,116.38600511293473,0.8575518555959243,11,0.5430220106667496,40.0,0.6684450897459476,24,0.228,23.6,50.94,24.7,3,0,0.0,0,0.0,0,0.0,0,0.0,1,1,5.128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.128,2,10.256,0,0.0,0,0.0,,3,2,1,5.128,0,3963,0.0,0.4,0,0.0,195,49,2,2,1,4,4,4,3963
P31b4a243f7,0.84,0,0.0,0.04,0.0092,0,0.841,0.927,3,1,1,0,0.5,11.623,12,21.0,10.0,1.0,19.1,0.875,83,4,0,7,8,0,45.0,18,14.46,1,0.8075,55.0,4,-0.057,-0.576,0.027,,0.153,6.3,3.67,-1.391,0.023,36.0,1,34.7,17.741,20.6,4,1,6.43,2.894,3,,,0,0,1,4,0.833,126.353,85.1505,23.31,11.5,0.67959875,3,8.58497,0,3,10.571,-3.609,-0.2,1.394,2.7,-1.6,16.3,6.1,6.0,2.7,4.64987,3.13155,5.06368,23.3,90.9172,0.404,2.306,59.9,7.20979,68.8,0,8.35965,36.0,0,33,0,5.0,10.01,41.6,1,0.3688,0.382,86.7,34.6667,3.9351,5.22811,9.8,113.1,2.9,4.94503,17.0833,94.8,0.7412,0.618,8,4,0.259,0.839,282.551,92.99488129859665,119.53518485220238,0.9472131762912119,6,0.6768336793339043,8.0,0.7298081569094976,30,0.0,19.2,62.8,25.1,4,1,1.242,0,0.0,1,1.242,4,4.969,1,7,8.696,1,1.242,0,0.0,5,6.211,0,0.0,2,2.484,1,1.242,7,8.696,0,0.0,1,2.484,,32,5,1,1.242,0,14890,0.0,0.417,0,0.0,805,1180,12,64,1,48,25,173,14890
P398088f587,0.0,0,0.0,0.0,0.0,0,1.0,1.0,10,4,1,0,0.143,3.066,7,25.0,19.0,-5.0,5.9,1.0,76,2,0,5,5,0,14.0,25,5.31,1,0.7595,33.0,2,0.126,-0.537,-0.038,-0.095,0.129,24.9,2.734,-0.129,-0.035,40.0,1,35.2,12.17,24.9,2,1,24.9,2.734,1,,,0,1,1,5,0.75,114.736,82.4811,21.71,40.2,2.14705882,10,8.96469,1,3,1.065,-3.939,5.9,2.05,-5.3,7.5,69.4,-9.9,-1.65,5.8,4.25089,4.96908,5.43366,11.1,86.8313,0.164,0.5,43.8,6.91461,47.2,0,8.72316,40.0,0,21,1,1.0,9.63,41.01,2,0.2698,0.321,87.5,35.2,4.7138,3.75408,4.0,102.6,2.6,3.57977,11.85,95.0,0.589,0.372,1,2,2.05,0.866,299.662,88.44961185434583,113.84237208007096,0.9479644676119808,10,0.4630805416001159,5.0,0.704802897203855,30,0.306,24.1,49.13,24.4,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.563,2,4.854,0,0.0,0,0.0,,10,6,0,0.0,0,5302,0.0,0.4,1,2.427,412,184,21,33,1,88,46,88,5302
P36eaf9779b,0.519,0,0.0,0.01,0.0005,0,0.989,0.994,7,3,1,0,,,0,,,,,,,,,,,,,,,,,,,0.331,15.449,0.005,-0.1,-0.064,1.8,0.768,1.77,0.086,34.0,1,31.7,21.237,6.9,4,1,2.28,2.221,3,,,0,1,1,1,0.824,132.867,83.7531,21.99,18.6,1.35083659,7,10.9775,1,2,1.565,-8.78,3.6,3.603,-0.4,-11.0,4.4,-1.0,-2.95,1.8,6.11505,4.13406,4.84305,29.0,83.836,0.188,0.97,51.0,1.74633,50.6,0,12.5295,33.0,0,23,1,31.0,4.44,2.36,0,0.3966,0.528,80.2,32.0909,4.86247,8.39543,12.0,116.8,2.7,5.30295,18.8788,9.2,0.6597,0.435,8,4,2.962,0.818,257.626,94.43840224095078,106.14348261390404,0.7930987208841711,6,0.5679774489814626,62.0,0.4751548109458662,27,0.036,10.9,57.21,31.7,4,0,0.0,0,0.0,1,4.808,1,4.808,1,4,19.231,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,14.423,0,0.0,0,0.0,,5,3,0,0.0,0,4545,0.0,0.5,0,0.0,208,650,6,24,1,22,8,37,4545
P622332ff90,0.778,0,0.0,0.02,0.0046,0,0.909,0.96,5,2,1,0,,,0,,,,,,,,,,,,,,,,,,,-0.453,0.094,0.037,0.138,0.03,2.3,-0.342,0.068,-0.103,33.0,0,38.1,20.976,13.8,4,1,4.4,1.832,3,,,0,1,1,1,0.714,136.327,102.034,22.12,35.1,2.39997521,5,8.91285,1,2,4.102,3.753,-3.3,1.196,6.8,3.8,2.8,7.2,6.64,-2.0,0.0325985,1.35266,3.31316,14.1,100.908,0.0,0.0,54.5,1.72764,46.3,0,9.61929,31.0,0,,0,3.0,1.49,-4.44,0,0.4251,0.35,91.8,38.4839,8.88025,8.26663,3.6,122.7,1.6,6.71315,22.6452,,0.6531,0.308,2,4,2.423,0.864,220.48,104.9518396439367,111.14634701319144,0.6591438590685542,10,0.5469674847743639,106.0,0.43407833397696727,22,0.342,12.8,60.31,30.8,4,0,0.0,0,0.0,0,0.0,0,0.0,1,6,12.422,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,12.422,8,16.563,0,0.0,0,0.0,,13,2,1,2.07,0,8100,0.0,0.727,0,0.0,483,161,2,7,1,16,2,16,8100
Pf7f191defd,0.0,0,0.0,0.0,0.0,0,1.0,1.0,6,2,1,0,0.0,1.907,2,36.0,28.0,33.0,5.2,1.0,80,4,0,5,5,0,13.0,34,4.63,1,0.6553,41.0,2,0.928,-0.054,-0.045,0.196,0.075,5.7,4.717,-0.615,0.497,31.0,1,35.4,16.475,5.7,2,1,5.7,4.717,1,,,0,1,1,1,0.781,130.512,80.045,20.07,18.5,1.78728317,6,12.2848,1,3,13.751,-4.576,7.5,3.984,-0.5,11.0,10.8,2.8,2.08,6.1,5.87521,5.15235,5.70384,19.0,84.1473,0.091,0.258,54.1,8.30053,44.9,0,13.0129,31.0,0,25,0,22.0,6.25,27.25,0,0.4037,0.459,84.4,35.3871,6.40962,7.86053,6.7,118.8,2.2,5.47031,16.1613,94.0,0.6818,0.251,5,2,3.984,0.84,240.544,86.53171911505137,108.66165888233499,0.9320662930034171,7,0.4497259157788449,12.0,0.6820554648929504,25,0.291,11.7,59.0,23.4,2,1,2.591,0,0.0,0,0.0,0,0.0,1,1,2.591,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.591,5,12.953,0,0.0,1,2.591,,7,5,0,0.0,0,5511,0.0,0.625,0,0.0,386,184,11,28,1,52,14,52,5511
P5e50445e82,0.938,1,0.0086,0.32,0.0519,0,0.921,0.746,10,4,1,0,0.333,2.544,3,32.0,24.0,15.0,6.4,0.875,71,1,0,7,8,0,15.0,27,6.15,1,0.6954,39.0,4,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0.0,113.022,83.3927,22.67,34.3,2.15094325,10,6.09804,1,3,13.898,-2.384,-1.2,4.129,2.9,-11.0,2.4,12.9,2.81,-0.9,2.67362,4.14115,4.67083,7.6,87.954,0.064,0.175,45.9,1.58222,28.5,0,6.18451,40.0,0,47,0,3.0,13.38,62.07,3,0.3023,0.251,76.7,31.175,3.42442,2.04335,1.1,105.0,3.3,2.95862,10.025,93.4,0.6,0.364,1,4,1.12,0.745,239.991,86.02891955961215,117.04248507644454,0.9718133409832661,5,0.5731402536422343,1.0,0.7284539396826738,35,0.385,24.0,51.34,21.1,4,0,0.0,2,1.324,2,1.324,5,3.309,1,14,9.265,1,0.662,0,0.0,0,0.0,0,0.0,2,1.324,6,3.971,14,9.265,0,0.0,1,0.662,,36,13,1,0.662,0,20513,0.0,0.632,0,0.0,1511,875,46,104,1,140,84,219,20513
Pf209014384,0.0,0,0.0,0.0,0.0,0,1.0,1.0,6,2,1,0,0.0,-2.332,1,25.0,17.0,7.0,9.4,1.0,73,1,0,6,6,0,26.0,22,8.56,1,0.7579,43.0,3,0.153,0.377,0.033,0.083,-0.049,2.9,1.942,0.209,0.16,33.0,1,36.6,18.393,3.3,3,1,1.65,1.899,2,,,0,1,0,1,0.606,125.439,101.026,22.04,23.5,2.19042468,6,6.2771,1,2,7.901,-1.319,-2.1,2.5,3.3,1.9,8.3,6.4,1.99,0.0,0.440697,1.07629,3.39269,13.3,101.748,0.125,0.742,52.4,3.8163,46.7,0,7.06776,31.0,0,22,0,3.0,2.81,7.83,0,0.3365,0.253,93.2,37.2903,5.8364,5.99147,4.0,116.4,2.2,5.20097,18.4194,95.0,0.663,0.448,3,3,1.23,0.893,222.896,104.40912757307245,112.90366216227267,0.7108477250933268,13,0.6365927582936446,88.0,0.5612113550855379,18,0.299,12.8,56.57,24.4,3,0,0.0,0,0.0,0,0.0,5,7.485,1,7,10.479,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,8.982,9,13.473,0,0.0,0,0.0,,23,5,0,0.0,0,8092,0.0,0.75,0,0.0,668,84,4,4,1,10,10,10,8092
Pccb83c9fcb,0.741,0,0.0,0.02,0.0025,0,0.989,0.977,3,1,1,0,0.333,5.857,9,16.0,10.0,-5.0,2.9,1.0,78,2,0,6,6,0,8.0,15,2.69,1,0.8564,18.0,3,1.341,0.06,0.055,0.054,0.04,6.0,3.464,0.224,0.498,35.0,1,31.4,15.936,16.9,3,1,8.45,0.396,2,,,0,1,0,0,0.71,128.974,92.2801,22.28,16.2,2.20929859,3,10.7539,1,3,15.187,1.553,7.4,2.518,4.8,13.4,13.2,8.5,5.95,3.3,2.85661,2.58538,3.82205,15.8,96.5996,0.0,0.0,59.8,5.47678,21.0,0,10.4322,34.0,0,33,0,35.0,10.2,29.15,1,0.4694,0.283,76.5,31.6176,7.89731,7.84682,6.6,126.5,1.9,4.78008,13.8529,97.2,0.68,0.145,4,3,2.639,0.75,214.266,94.5461180087883,112.73202691185975,0.8832060193951371,11,0.5059557155850696,25.0,0.688198277268677,24,0.572,12.3,61.7,18.2,3,0,0.0,0,0.0,0,0.0,0,0.0,1,5,11.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4.684,0,0.0,0,0.0,,13,6,3,7.026,0,7056,0.0,0.4,0,0.0,427,1174,4,28,1,9,5,48,7056
Pea46ee56c1,0.593,0,0.0017,0.01,0.001,0,1.033,0.989,3,1,1,0,,,0,15.0,6.0,2.0,6.0,1.0,77,3,0,6,6,0,15.0,13,5.51,1,0.8643,21.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.205,0,0.0,5,16.026,0,0.0,1,3,9.615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.205,0,0.0,0,0.0,,11,5,1,3.205,0,5288,0.0,0.25,0,0.0,312,14,3,3,1,5,5,5,5288
